text,label
I can't believe the teacher!,Surprise
I'm so angry at my parents!,Anger
I feel so happy about my friend,Joy
Nobody cares about my family,Loneliness
Maybe my siblings will improve,Hopeful
I'm so angry at my colleagues!,Anger
I can't stand the situation anymore!,Anger
I can't stop crying because of my project,Sadness
I'm so angry at my parents!,Anger
my grades totally surprised me,Surprise
I hope the assignment will get better,Hopeful
I'm grateful for the assignment,Grateful
Wow! I didn't expect my exams,Surprise
the situation is too much for me,Overwhelmed
my exams means the world to me,Love
I can't handle my exams anymore,Overwhelmed
Wow! I didn't expect my future,Surprise
my team totally surprised me,Surprise
I can't stop crying because of my project,Sadness
Why does my life always happen?,Frustration
Thank you the assignment for everything,Grateful
I'm scared of my exams,Fear
I really love the assignment,Love
I can't believe the situation!,Surprise
I feel exhausted because of my friend,Overwhelmed
my roommate is so frustrating,Frustration
I wish I had someone to talk to about my team,Loneliness
I can't stop crying because of the assignment,Sadness
my future totally surprised me,Surprise
Why does my family always make me upset?,Anger
the situation means the world to me,Love
I feel optimistic about the situation,Hopeful
the results broke my heart,Sadness
I'm thrilled because my siblings,Joy
Why does the situation always make me upset?,Anger
my colleagues totally surprised me,Surprise
my roommate made my day!,Joy
I feel nervous about the situation,Fear
I can't stand my team anymore!,Anger
I'm grateful for my friend,Grateful
I'm grateful for my siblings,Grateful
Why does my siblings always make me upset?,Anger
my colleagues made my day!,Joy
Why does the situation always happen?,Frustration
I feel so sad about my life,Sadness
my family broke my heart,Sadness
I'm so angry at my project!,Anger
I can't handle my parents anymore,Overwhelmed
my colleagues totally surprised me,Surprise
I really love my family,Love
Maybe the situation will improve,Hopeful
I can't stand the assignment anymore!,Anger
I feel exhausted because of my colleagues,Overwhelmed
my school totally surprised me,Surprise
my life broke my heart,Sadness
I can't handle my family anymore,Overwhelmed
I'm thrilled because my exams,Joy
my parents broke my heart,Sadness
Why does the teacher always happen?,Frustration
I really appreciate my siblings,Grateful
I feel exhausted because of my grades,Overwhelmed
Why does the teacher always make me upset?,Anger
I can't believe the teacher!,Surprise
my family is too much for me,Overwhelmed
I'm thrilled because my project,Joy
I really love the situation,Love
I feel nervous about the situation,Fear
I feel optimistic about my grades,Hopeful
I feel nervous about my roommate,Fear
I feel so happy about my school,Joy
my siblings is so frustrating,Frustration
Why does my life always happen?,Frustration
I really appreciate the situation,Grateful
I'm so angry at my family!,Anger
I feel so alone because of the situation,Loneliness
my friend is so frustrating,Frustration
I feel optimistic about my family,Hopeful
I care so much about my team,Love
I'm thrilled because my team,Joy
I feel so happy about my project,Joy
I wish I had someone to talk to about my grades,Loneliness
Nobody cares about my project,Loneliness
I feel so alone because of the teacher,Loneliness
I can't deal with the teacher,Frustration
I really love the results,Love
the assignment broke my heart,Sadness
my project totally surprised me,Surprise
I can't stop crying because of my project,Sadness
my school made my day!,Joy
my siblings made my day!,Joy
I feel so alone because of the assignment,Loneliness
Thank you the results for everything,Grateful
I feel nervous about my team,Fear
Nobody cares about my future,Loneliness
my family broke my heart,Sadness
Maybe my parents will improve,Hopeful
Why does my life always make me upset?,Anger
I'm thrilled because my grades,Joy
I'm thrilled because the assignment,Joy
Maybe my parents will improve,Hopeful
my life is so frustrating,Frustration
I can't stand the situation anymore!,Anger
I can't stand the situation anymore!,Anger
my team made my day!,Joy
I hope my friend will get better,Hopeful
Why does my grades always happen?,Frustration
Thank you the teacher for everything,Grateful
I feel nervous about my friend,Fear
I feel nervous about my exams,Fear
I'm so angry at the teacher!,Anger
Thank you the situation for everything,Grateful
I feel exhausted because of my colleagues,Overwhelmed
the results is too much for me,Overwhelmed
I feel nervous about my parents,Fear
my future makes me anxious,Fear
I can't believe my exams!,Surprise
Why does my future always happen?,Frustration
I'm scared of the teacher,Fear
I can't believe my project!,Surprise
Nobody cares about my colleagues,Loneliness
I can't stand my grades anymore!,Anger
I really love the assignment,Love
I feel so happy about the situation,Joy
my team is too much for me,Overwhelmed
I really appreciate my colleagues,Grateful
I'm so angry at my roommate!,Anger
my project broke my heart,Sadness
I feel nervous about my family,Fear
I'm scared of my family,Fear
I can't stand my life anymore!,Anger
I feel exhausted because of my friend,Overwhelmed
I'm grateful for my siblings,Grateful
my life means the world to me,Love
I can't stand my exams anymore!,Anger
I hope my roommate will get better,Hopeful
I can't stop crying because of my parents,Sadness
I feel optimistic about my project,Hopeful
I feel nervous about the assignment,Fear
I can't handle the results anymore,Overwhelmed
Why does my life always happen?,Frustration
I really appreciate the assignment,Grateful
I can't stop crying because of my team,Sadness
I'm grateful for my friend,Grateful
Maybe my team will improve,Hopeful
I can't handle my grades anymore,Overwhelmed
the assignment means the world to me,Love
I feel so happy about my exams,Joy
Why does my team always make me upset?,Anger
I really appreciate the assignment,Grateful
the teacher is too much for me,Overwhelmed
I really appreciate my project,Grateful
I feel so alone because of the assignment,Loneliness
I'm so angry at my colleagues!,Anger
Wow! I didn't expect my roommate,Surprise
I feel nervous about my future,Fear
my school makes me anxious,Fear
I'm thrilled because the assignment,Joy
I can't believe my team!,Surprise
Why does my future always happen?,Frustration
I hope my roommate will get better,Hopeful
I'm so angry at my friend!,Anger
my siblings made my day!,Joy
I can't deal with the teacher,Frustration
I can't stand my life anymore!,Anger
I feel exhausted because of my colleagues,Overwhelmed
I'm grateful for my team,Grateful
I feel so alone because of my parents,Loneliness
I can't believe my future!,Surprise
I'm thrilled because the teacher,Joy
my roommate means the world to me,Love
I care so much about the teacher,Love
I can't stand my school anymore!,Anger
I feel so sad about my roommate,Sadness
the teacher is too much for me,Overwhelmed
I'm so angry at my friend!,Anger
Wow! I didn't expect my future,Surprise
Nobody cares about my project,Loneliness
Maybe my school will improve,Hopeful
the assignment makes me anxious,Fear
I can't believe my siblings!,Surprise
I feel so sad about my life,Sadness
my family makes me anxious,Fear
the results means the world to me,Love
my school is so frustrating,Frustration
Maybe my friend will improve,Hopeful
my life means the world to me,Love
Maybe the teacher will improve,Hopeful
Thank you the assignment for everything,Grateful
I feel exhausted because of my life,Overwhelmed
I feel optimistic about the results,Hopeful
I can't handle the assignment anymore,Overwhelmed
I can't believe the assignment!,Surprise
I feel so alone because of the situation,Loneliness
I hope the teacher will get better,Hopeful
Nobody cares about my grades,Loneliness
I feel so happy about the assignment,Joy
I really appreciate the assignment,Grateful
Why does my parents always make me upset?,Anger
Maybe my family will improve,Hopeful
Wow! I didn't expect my friend,Surprise
I can't stand the situation anymore!,Anger
I feel optimistic about my school,Hopeful
I'm thrilled because my life,Joy
Maybe the assignment will improve,Hopeful
I can't stand my roommate anymore!,Anger
I wish I had someone to talk to about my team,Loneliness
my school is so frustrating,Frustration
I'm scared of my siblings,Fear
Why does my project always make me upset?,Anger
Thank you my team for everything,Grateful
my team makes me anxious,Fear
I really love my friend,Love
I really love the assignment,Love
my grades broke my heart,Sadness
Why does my grades always make me upset?,Anger
I feel so sad about my parents,Sadness
I feel so happy about my friend,Joy
I feel nervous about my family,Fear
I'm scared of my parents,Fear
I hope the situation will get better,Hopeful
Why does my exams always make me upset?,Anger
Maybe my siblings will improve,Hopeful
I hope my grades will get better,Hopeful
Nobody cares about my friend,Loneliness
my school is so frustrating,Frustration
I can't stop crying because of my friend,Sadness
Nobody cares about the assignment,Loneliness
I can't stand my life anymore!,Anger
Wow! I didn't expect the assignment,Surprise
my project makes me anxious,Fear
I feel so sad about my school,Sadness
my exams broke my heart,Sadness
I can't deal with my roommate,Frustration
I'm scared of my exams,Fear
Thank you my siblings for everything,Grateful
my parents is so frustrating,Frustration
I really love my future,Love
I feel so happy about the situation,Joy
my friend is so frustrating,Frustration
I feel nervous about the results,Fear
I'm so angry at my family!,Anger
Wow! I didn't expect my siblings,Surprise
I can't handle the situation anymore,Overwhelmed
my life is too much for me,Overwhelmed
I care so much about my siblings,Love
my friend made my day!,Joy
I can't stop crying because of my family,Sadness
I'm thrilled because my grades,Joy
my family is too much for me,Overwhelmed
I'm scared of my team,Fear
I can't believe my project!,Surprise
I can't deal with my siblings,Frustration
the assignment made my day!,Joy
I hope the situation will get better,Hopeful
I'm grateful for the assignment,Grateful
my friend means the world to me,Love
my project totally surprised me,Surprise
I really love my roommate,Love
I can't stand my siblings anymore!,Anger
I can't stop crying because of my exams,Sadness
I feel so alone because of my roommate,Loneliness
Maybe my parents will improve,Hopeful
Why does my school always make me upset?,Anger
I can't deal with the situation,Frustration
Wow! I didn't expect my grades,Surprise
I feel exhausted because of my family,Overwhelmed
I really appreciate my school,Grateful
I feel exhausted because of my colleagues,Overwhelmed
I care so much about my team,Love
I feel nervous about my exams,Fear
Thank you my colleagues for everything,Grateful
I feel so sad about my grades,Sadness
I feel so sad about my family,Sadness
Thank you my friend for everything,Grateful
I feel exhausted because of the assignment,Overwhelmed
I care so much about my siblings,Love
I can't stop crying because of the results,Sadness
I hope my siblings will get better,Hopeful
my family broke my heart,Sadness
I feel optimistic about my friend,Hopeful
I really appreciate my roommate,Grateful
Wow! I didn't expect my siblings,Surprise
I can't handle my friend anymore,Overwhelmed
I'm scared of my family,Fear
I can't deal with my team,Frustration
my colleagues is so frustrating,Frustration
I hope the situation will get better,Hopeful
I can't stop crying because of my grades,Sadness
I really appreciate my exams,Grateful
I can't stand my siblings anymore!,Anger
I feel so happy about my team,Joy
I'm so angry at my parents!,Anger
Why does the situation always make me upset?,Anger
I really love the results,Love
I can't believe my school!,Surprise
Thank you my roommate for everything,Grateful
Wow! I didn't expect my project,Surprise
I feel exhausted because of my family,Overwhelmed
I can't stop crying because of the situation,Sadness
I feel exhausted because of my colleagues,Overwhelmed
Why does my family always make me upset?,Anger
my family is so frustrating,Frustration
my school totally surprised me,Surprise
I can't handle my friend anymore,Overwhelmed
Why does my team always happen?,Frustration
I'm grateful for my future,Grateful
Nobody cares about my family,Loneliness
I really appreciate the assignment,Grateful
my life made my day!,Joy
I really appreciate my parents,Grateful
I feel exhausted because of my school,Overwhelmed
I really appreciate my life,Grateful
I hope my roommate will get better,Hopeful
I can't stop crying because of my parents,Sadness
I'm thrilled because my grades,Joy
Thank you my team for everything,Grateful
I'm grateful for the results,Grateful
I feel so alone because of my team,Loneliness
my school means the world to me,Love
my grades is too much for me,Overwhelmed
I can't handle my school anymore,Overwhelmed
I feel so happy about my grades,Joy
Thank you my life for everything,Grateful
I feel optimistic about my siblings,Hopeful
my exams totally surprised me,Surprise
I'm thrilled because my school,Joy
my colleagues is so frustrating,Frustration
my friend means the world to me,Love
Wow! I didn't expect my future,Surprise
I hope my future will get better,Hopeful
Thank you the situation for everything,Grateful
my team broke my heart,Sadness
I really appreciate the results,Grateful
I'm thrilled because my friend,Joy
I can't deal with the teacher,Frustration
I care so much about my grades,Love
I can't stand my life anymore!,Anger
I feel nervous about the teacher,Fear
I hope my grades will get better,Hopeful
I really appreciate my siblings,Grateful
I feel so happy about my parents,Joy
I'm scared of the teacher,Fear
I feel nervous about my exams,Fear
I hope my family will get better,Hopeful
I feel nervous about my exams,Fear
I care so much about my project,Love
my grades is so frustrating,Frustration
I'm scared of my siblings,Fear
I'm grateful for my team,Grateful
I feel so alone because of my school,Loneliness
I really love my team,Love
I hope my colleagues will get better,Hopeful
my family totally surprised me,Surprise
I really appreciate my future,Grateful
I feel so happy about my exams,Joy
I can't deal with the assignment,Frustration
I feel so sad about my roommate,Sadness
my colleagues totally surprised me,Surprise
Why does my family always happen?,Frustration
Why does my roommate always happen?,Frustration
I'm so angry at the results!,Anger
Why does my family always make me upset?,Anger
my life is so frustrating,Frustration
the assignment made my day!,Joy
Why does my grades always make me upset?,Anger
I can't handle the teacher anymore,Overwhelmed
I can't believe my colleagues!,Surprise
I can't stop crying because of my team,Sadness
Why does my future always happen?,Frustration
my friend is so frustrating,Frustration
I'm grateful for the teacher,Grateful
the teacher is so frustrating,Frustration
I can't stop crying because of my life,Sadness
my team means the world to me,Love
I care so much about my exams,Love
I can't stand my colleagues anymore!,Anger
I can't stand my school anymore!,Anger
I feel optimistic about my colleagues,Hopeful
I feel so happy about the assignment,Joy
I'm grateful for the teacher,Grateful
Nobody cares about my school,Loneliness
I hope my parents will get better,Hopeful
I care so much about the situation,Love
I can't stop crying because of my family,Sadness
the teacher means the world to me,Love
I wish I had someone to talk to about my exams,Loneliness
my life is too much for me,Overwhelmed
I can't stop crying because of my roommate,Sadness
I can't handle my siblings anymore,Overwhelmed
I feel nervous about my colleagues,Fear
I feel so alone because of my siblings,Loneliness
Why does my exams always make me upset?,Anger
I feel optimistic about my future,Hopeful
Why does my life always happen?,Frustration
my life is so frustrating,Frustration
I feel so happy about the results,Joy
I wish I had someone to talk to about the situation,Loneliness
the results broke my heart,Sadness
I'm thrilled because my family,Joy
I feel so sad about my future,Sadness
I really appreciate my future,Grateful
I can't stand my school anymore!,Anger
I feel exhausted because of the teacher,Overwhelmed
my roommate totally surprised me,Surprise
Why does the teacher always happen?,Frustration
I can't handle my colleagues anymore,Overwhelmed
I feel so alone because of my grades,Loneliness
I'm so angry at the situation!,Anger
I really love my parents,Love
Wow! I didn't expect the assignment,Surprise
my life broke my heart,Sadness
my school makes me anxious,Fear
I'm so angry at my grades!,Anger
I really love the teacher,Love
I feel nervous about my project,Fear
my life is so frustrating,Frustration
I can't believe my parents!,Surprise
I feel so alone because of my siblings,Loneliness
I can't deal with my team,Frustration
my parents made my day!,Joy
I'm thrilled because the teacher,Joy
I'm scared of my project,Fear
I can't believe my team!,Surprise
I feel exhausted because of my colleagues,Overwhelmed
I can't stand my team anymore!,Anger
I feel so happy about the teacher,Joy
my colleagues is too much for me,Overwhelmed
I care so much about my life,Love
Why does the assignment always happen?,Frustration
Why does my future always happen?,Frustration
I feel nervous about my roommate,Fear
I'm grateful for my colleagues,Grateful
the results is so frustrating,Frustration
I can't stand my siblings anymore!,Anger
I feel optimistic about the teacher,Hopeful
I feel so sad about the results,Sadness
I hope my exams will get better,Hopeful
I care so much about my family,Love
Thank you my grades for everything,Grateful
I feel exhausted because of my parents,Overwhelmed
I'm grateful for my roommate,Grateful
my future totally surprised me,Surprise
I really love my family,Love
I can't believe my parents!,Surprise
Why does my parents always make me upset?,Anger
I can't handle the situation anymore,Overwhelmed
Thank you my exams for everything,Grateful
I really love my life,Love
I feel exhausted because of my family,Overwhelmed
I feel optimistic about my team,Hopeful
I really love the assignment,Love
my roommate makes me anxious,Fear
I feel optimistic about my colleagues,Hopeful
my future is too much for me,Overwhelmed
I feel nervous about my siblings,Fear
Why does my friend always happen?,Frustration
I really love my roommate,Love
I feel so happy about my life,Joy
I really appreciate the assignment,Grateful
Why does my life always happen?,Frustration
Why does my colleagues always make me upset?,Anger
I can't handle my project anymore,Overwhelmed
I'm scared of my project,Fear
Why does my exams always make me upset?,Anger
I'm scared of my grades,Fear
I'm scared of my roommate,Fear
I can't believe the situation!,Surprise
my friend made my day!,Joy
I feel optimistic about my project,Hopeful
I feel nervous about my family,Fear
I feel nervous about the assignment,Fear
I can't believe my siblings!,Surprise
I can't deal with the assignment,Frustration
I feel nervous about my siblings,Fear
I wish I had someone to talk to about my exams,Loneliness
the situation made my day!,Joy
I'm so angry at my exams!,Anger
Wow! I didn't expect my roommate,Surprise
I feel so sad about my school,Sadness
I feel optimistic about my life,Hopeful
I feel so sad about the assignment,Sadness
my project is so frustrating,Frustration
I can't stand my parents anymore!,Anger
I really appreciate my team,Grateful
I feel exhausted because of my parents,Overwhelmed
I can't stand my family anymore!,Anger
Nobody cares about my parents,Loneliness
my colleagues is too much for me,Overwhelmed
I can't deal with my life,Frustration
I feel exhausted because of my future,Overwhelmed
my roommate broke my heart,Sadness
the teacher is too much for me,Overwhelmed
I really love my project,Love
my roommate is too much for me,Overwhelmed
Why does my siblings always happen?,Frustration
Nobody cares about my grades,Loneliness
I'm scared of the results,Fear
my future means the world to me,Love
I feel so sad about the assignment,Sadness
my school is so frustrating,Frustration
Wow! I didn't expect my parents,Surprise
I feel so sad about my school,Sadness
Nobody cares about the teacher,Loneliness
I feel exhausted because of my team,Overwhelmed
I care so much about my colleagues,Love
Why does the teacher always happen?,Frustration
my family broke my heart,Sadness
I feel exhausted because of my colleagues,Overwhelmed
I really love my family,Love
I feel exhausted because of my project,Overwhelmed
I'm grateful for my school,Grateful
I can't believe the situation!,Surprise
Nobody cares about my family,Loneliness
I'm so angry at my team!,Anger
Thank you the situation for everything,Grateful
Why does my life always make me upset?,Anger
I can't deal with my friend,Frustration
I feel so alone because of my life,Loneliness
Wow! I didn't expect my future,Surprise
my parents makes me anxious,Fear
Nobody cares about my roommate,Loneliness
I can't believe my team!,Surprise
I can't handle my parents anymore,Overwhelmed
Why does my project always make me upset?,Anger
my exams is too much for me,Overwhelmed
I'm thrilled because my life,Joy
my life broke my heart,Sadness
I feel optimistic about my roommate,Hopeful
I feel so alone because of my roommate,Loneliness
my project is too much for me,Overwhelmed
I can't stand my life anymore!,Anger
I'm thrilled because my school,Joy
I care so much about my life,Love
Why does my life always make me upset?,Anger
I feel exhausted because of the results,Overwhelmed
Maybe the assignment will improve,Hopeful
I can't stop crying because of my project,Sadness
Wow! I didn't expect my grades,Surprise
I really love my parents,Love
I'm so angry at my project!,Anger
I feel so sad about the results,Sadness
my grades means the world to me,Love
my friend broke my heart,Sadness
my siblings is too much for me,Overwhelmed
Wow! I didn't expect the results,Surprise
I feel optimistic about my project,Hopeful
I can't stop crying because of my roommate,Sadness
I can't stop crying because of my friend,Sadness
I'm scared of my colleagues,Fear
I hope my friend will get better,Hopeful
my family broke my heart,Sadness
my grades made my day!,Joy
Nobody cares about my colleagues,Loneliness
I feel so happy about my parents,Joy
my exams is so frustrating,Frustration
my roommate made my day!,Joy
I'm thrilled because the assignment,Joy
I'm grateful for my exams,Grateful
I'm grateful for my exams,Grateful
I'm so angry at my siblings!,Anger
I feel exhausted because of my siblings,Overwhelmed
I really love the results,Love
I really appreciate my grades,Grateful
I care so much about my exams,Love
I hope my grades will get better,Hopeful
Nobody cares about my team,Loneliness
I'm so angry at my project!,Anger
I feel so happy about my roommate,Joy
I can't stand my grades anymore!,Anger
I can't stop crying because of my future,Sadness
I feel nervous about my parents,Fear
my project broke my heart,Sadness
I feel so happy about the results,Joy
I can't stand my project anymore!,Anger
Why does my siblings always happen?,Frustration
I can't stand my siblings anymore!,Anger
Nobody cares about the assignment,Loneliness
Wow! I didn't expect the assignment,Surprise
I feel so happy about my grades,Joy
I really love my parents,Love
I feel so sad about my siblings,Sadness
Maybe my colleagues will improve,Hopeful
I feel so alone because of my team,Loneliness
I feel optimistic about my school,Hopeful
I'm so angry at my parents!,Anger
I can't stop crying because of my roommate,Sadness
my school makes me anxious,Fear
I hope my parents will get better,Hopeful
my team totally surprised me,Surprise
I hope my family will get better,Hopeful
I can't handle the situation anymore,Overwhelmed
I feel so sad about the teacher,Sadness
my family means the world to me,Love
I feel exhausted because of my exams,Overwhelmed
I can't handle my exams anymore,Overwhelmed
the teacher is so frustrating,Frustration
I feel optimistic about my project,Hopeful
Why does my friend always make me upset?,Anger
I feel so sad about my team,Sadness
I can't stand the situation anymore!,Anger
Wow! I didn't expect my future,Surprise
Maybe my family will improve,Hopeful
I really love the assignment,Love
my school means the world to me,Love
my parents made my day!,Joy
my life made my day!,Joy
I feel exhausted because of my parents,Overwhelmed
I can't handle my siblings anymore,Overwhelmed
my parents means the world to me,Love
I'm grateful for the assignment,Grateful
I'm scared of the situation,Fear
I hope my school will get better,Hopeful
I feel nervous about my friend,Fear
my parents makes me anxious,Fear
I'm grateful for my team,Grateful
Maybe my grades will improve,Hopeful
my life means the world to me,Love
my grades means the world to me,Love
Thank you my team for everything,Grateful
I can't stand my project anymore!,Anger
I can't believe the situation!,Surprise
I'm so angry at my exams!,Anger
the situation means the world to me,Love
I really love my parents,Love
I'm scared of the teacher,Fear
my parents makes me anxious,Fear
the assignment totally surprised me,Surprise
I care so much about my future,Love
my project made my day!,Joy
I can't handle my colleagues anymore,Overwhelmed
I feel so sad about my project,Sadness
my grades totally surprised me,Surprise
I'm scared of my school,Fear
I can't believe the results!,Surprise
I feel nervous about my roommate,Fear
I can't stop crying because of my parents,Sadness
Why does my school always make me upset?,Anger
Nobody cares about my family,Loneliness
I feel so sad about my future,Sadness
I hope my colleagues will get better,Hopeful
my grades means the world to me,Love
Nobody cares about the situation,Loneliness
I hope my exams will get better,Hopeful
I can't stop crying because of the results,Sadness
I can't stand the assignment anymore!,Anger
I feel exhausted because of my grades,Overwhelmed
I care so much about my colleagues,Love
I'm grateful for the situation,Grateful
I feel nervous about the situation,Fear
Wow! I didn't expect my family,Surprise
I feel so alone because of my colleagues,Loneliness
I really love my parents,Love
I feel nervous about my friend,Fear
my school totally surprised me,Surprise
I'm grateful for my grades,Grateful
I feel so happy about my parents,Joy
I feel so sad about my friend,Sadness
I care so much about my siblings,Love
my school means the world to me,Love
Why does the assignment always happen?,Frustration
I feel nervous about my exams,Fear
I can't believe the results!,Surprise
I hope my team will get better,Hopeful
I really appreciate my team,Grateful
I'm thrilled because my future,Joy
the situation totally surprised me,Surprise
I'm so angry at my friend!,Anger
Thank you the teacher for everything,Grateful
Maybe my life will improve,Hopeful
I can't handle the results anymore,Overwhelmed
I'm thrilled because my parents,Joy
I really love the results,Love
my colleagues means the world to me,Love
I'm thrilled because my family,Joy
I feel so happy about the assignment,Joy
I feel so happy about my family,Joy
I'm thrilled because my future,Joy
Nobody cares about my colleagues,Loneliness
my project totally surprised me,Surprise
Maybe my friend will improve,Hopeful
I'm so angry at the results!,Anger
my life totally surprised me,Surprise
I feel so happy about my school,Joy
Thank you my future for everything,Grateful
I feel so sad about the teacher,Sadness
I care so much about my exams,Love
my roommate totally surprised me,Surprise
Why does my life always happen?,Frustration
Nobody cares about my life,Loneliness
I can't handle my grades anymore,Overwhelmed
the results is too much for me,Overwhelmed
Thank you my project for everything,Grateful
my friend means the world to me,Love
I can't believe my school!,Surprise
the situation is so frustrating,Frustration
I feel so happy about my life,Joy
I can't stand the assignment anymore!,Anger
my parents is too much for me,Overwhelmed
I can't stop crying because of my exams,Sadness
Wow! I didn't expect my parents,Surprise
I wish I had someone to talk to about the assignment,Loneliness
Why does the assignment always make me upset?,Anger
I can't stand my exams anymore!,Anger
I'm grateful for the teacher,Grateful
I can't believe the situation!,Surprise
I care so much about my future,Love
I can't handle my siblings anymore,Overwhelmed
Maybe my life will improve,Hopeful
I wish I had someone to talk to about the situation,Loneliness
I wish I had someone to talk to about my parents,Loneliness
I wish I had someone to talk to about my family,Loneliness
Why does my life always happen?,Frustration
I'm thrilled because my grades,Joy
I feel so sad about my team,Sadness
I feel exhausted because of my exams,Overwhelmed
the results is so frustrating,Frustration
my grades is so frustrating,Frustration
I'm scared of my team,Fear
I can't deal with my colleagues,Frustration
I really love my colleagues,Love
I can't handle my parents anymore,Overwhelmed
Thank you my parents for everything,Grateful
I really appreciate my school,Grateful
Why does my school always make me upset?,Anger
Why does my family always happen?,Frustration
I can't handle my siblings anymore,Overwhelmed
the teacher means the world to me,Love
my school is so frustrating,Frustration
I can't handle my colleagues anymore,Overwhelmed
I wish I had someone to talk to about the teacher,Loneliness
I feel nervous about my parents,Fear
I can't stand the teacher anymore!,Anger
I really appreciate my future,Grateful
I feel optimistic about my colleagues,Hopeful
I'm so angry at my friend!,Anger
I feel so alone because of my siblings,Loneliness
Why does my future always make me upset?,Anger
I feel optimistic about my school,Hopeful
I'm scared of the assignment,Fear
my siblings means the world to me,Love
I feel so sad about the results,Sadness
I feel so alone because of my team,Loneliness
I feel so happy about the teacher,Joy
I can't stand the results anymore!,Anger
I feel so happy about the assignment,Joy
I hope the results will get better,Hopeful
I can't believe my parents!,Surprise
my project made my day!,Joy
my project made my day!,Joy
my roommate made my day!,Joy
my project makes me anxious,Fear
my school totally surprised me,Surprise
the situation makes me anxious,Fear
my colleagues is so frustrating,Frustration
I hope my roommate will get better,Hopeful
Wow! I didn't expect my team,Surprise
I care so much about my school,Love
I feel so alone because of my life,Loneliness
I wish I had someone to talk to about my project,Loneliness
I can't stop crying because of my parents,Sadness
I really love my team,Love
Why does my team always happen?,Frustration
Why does the situation always make me upset?,Anger
Thank you my life for everything,Grateful
Maybe my colleagues will improve,Hopeful
my school made my day!,Joy
I care so much about my life,Love
I'm thrilled because my colleagues,Joy
I can't deal with my exams,Frustration
I'm grateful for my life,Grateful
Maybe my life will improve,Hopeful
my friend made my day!,Joy
I can't handle my parents anymore,Overwhelmed
I'm grateful for my life,Grateful
I can't handle my parents anymore,Overwhelmed
I'm scared of my parents,Fear
I really love my school,Love
my team totally surprised me,Surprise
my roommate makes me anxious,Fear
I can't deal with my colleagues,Frustration
my roommate broke my heart,Sadness
I can't believe the situation!,Surprise
I feel optimistic about my team,Hopeful
my exams makes me anxious,Fear
I wish I had someone to talk to about the assignment,Loneliness
I feel so happy about my parents,Joy
I'm grateful for the assignment,Grateful
I feel so happy about the results,Joy
Why does the assignment always happen?,Frustration
my future is so frustrating,Frustration
I hope my life will get better,Hopeful
I can't believe my future!,Surprise
the assignment is too much for me,Overwhelmed
I can't believe my project!,Surprise
my school means the world to me,Love
I hope the situation will get better,Hopeful
I'm so angry at my life!,Anger
Nobody cares about my school,Loneliness
Nobody cares about my project,Loneliness
the teacher makes me anxious,Fear
I feel so sad about the situation,Sadness
Why does my future always happen?,Frustration
I can't stand my grades anymore!,Anger
the situation makes me anxious,Fear
I can't believe my life!,Surprise
Maybe the results will improve,Hopeful
my future totally surprised me,Surprise
I feel optimistic about my family,Hopeful
I feel exhausted because of my grades,Overwhelmed
my parents broke my heart,Sadness
Thank you my future for everything,Grateful
I feel exhausted because of the assignment,Overwhelmed
Wow! I didn't expect the results,Surprise
I feel optimistic about the situation,Hopeful
my grades made my day!,Joy
I can't believe the assignment!,Surprise
I can't handle my exams anymore,Overwhelmed
I wish I had someone to talk to about my colleagues,Loneliness
I can't handle my life anymore,Overwhelmed
my roommate means the world to me,Love
I feel nervous about my exams,Fear
I can't handle my future anymore,Overwhelmed
Why does my school always make me upset?,Anger
my family totally surprised me,Surprise
I feel nervous about the situation,Fear
my grades is too much for me,Overwhelmed
I can't believe the results!,Surprise
I'm grateful for my family,Grateful
I can't believe my school!,Surprise
I wish I had someone to talk to about my friend,Loneliness
I really appreciate the assignment,Grateful
I can't deal with the assignment,Frustration
I'm grateful for my school,Grateful
Thank you the results for everything,Grateful
I'm so angry at the results!,Anger
I feel so happy about my team,Joy
I feel so happy about the results,Joy
I hope my siblings will get better,Hopeful
I'm so angry at the assignment!,Anger
I hope my future will get better,Hopeful
Wow! I didn't expect my project,Surprise
the results is so frustrating,Frustration
I feel so sad about the teacher,Sadness
I can't stop crying because of my team,Sadness
Why does the results always make me upset?,Anger
Nobody cares about my project,Loneliness
I'm thrilled because my team,Joy
I feel so alone because of my team,Loneliness
Maybe my grades will improve,Hopeful
I wish I had someone to talk to about my parents,Loneliness
I care so much about my colleagues,Love
I feel optimistic about my roommate,Hopeful
I feel so alone because of my friend,Loneliness
I feel optimistic about my grades,Hopeful
the results totally surprised me,Surprise
Nobody cares about my family,Loneliness
I feel optimistic about my grades,Hopeful
the situation is too much for me,Overwhelmed
I care so much about my siblings,Love
I can't handle my family anymore,Overwhelmed
I can't deal with my parents,Frustration
I feel optimistic about the results,Hopeful
Why does my grades always make me upset?,Anger
the situation makes me anxious,Fear
I hope my future will get better,Hopeful
I'm thrilled because my exams,Joy
I feel nervous about the teacher,Fear
I feel exhausted because of the teacher,Overwhelmed
I really love my project,Love
I feel nervous about my colleagues,Fear
the results made my day!,Joy
I can't handle my future anymore,Overwhelmed
I feel so alone because of my school,Loneliness
I feel so sad about my family,Sadness
I feel so happy about my friend,Joy
I'm thrilled because my life,Joy
my team means the world to me,Love
Maybe my friend will improve,Hopeful
I can't stop crying because of my school,Sadness
the situation is so frustrating,Frustration
I feel optimistic about my school,Hopeful
I really love my future,Love
my project means the world to me,Love
